,runstring,instability_time,shadow_instability_time,Stable,Mstar,Z12,Z23,mu1,mu2,mu3,e1,e2,e3,h1,h2,h3,k1,k2,k3,ecom,spockprob
10,0000010.bin,1000000000.0,999999999.9999992,True,0.907,0.00587100255068005,0.05468995144344346,2.3944825905000003e-05,1.0425097682999999e-05,3.031270242e-06,0.08086240498387387,0.06631495255266721,0.018671710536557074,-0.08062992000000019,-0.06631495000000003,0.015063029999999297,0.006127359999999933,-1.8400000000048552e-05,-0.011033489999999892,0.06895046227993107,0.8822893500328064
11,0000011.bin,1000000000.0,1000000000.0000012,True,0.907,0.006231503799608888,0.10594047890108607,2.4864038199e-05,1.1929150233e-05,2.1864662819999996e-06,0.003231449932429856,0.0098751628606317,0.1256263925518871,0.002949970000000152,0.00871865999999991,-0.12562422000000012,0.0013190700000000086,-0.004637220000000132,0.0007388200000000292,0.0025536087034230466,0.9372227191925049
12,0000012.bin,2175294.5270415186,1832380.094159021,False,0.907,0.005922038287152337,0.1227530901849603,2.2490112644999997e-05,9.893299416000001e-06,4.4122478399999997e-07,0.1486122971454848,0.12615469624978687,0.0754271530962697,-0.14629113999999954,-0.12486382,0.04841519999999986,0.026163280000000108,0.018000939999999705,0.05783791000000018,0.13932110083083782,0.8818292617797852
13,0000013.bin,2012274.738723468,1212755.959192869,False,0.907,0.0062510929385919695,0.13188675061505184,2.5375455104999998e-05,1.0816409604e-05,1.034254221e-06,0.08348555624728937,0.0668251776092851,0.11842098931748328,-0.036989920000000134,-0.026766100000000147,0.09978867000000041,0.07484373000000005,0.061230549999999925,-0.06376325000000008,0.07353371110747266,0.8067285418510437
14,0000014.bin,999000000.0250707,999000000.0250707,True,0.907,0.006115617832116736,0.07053178076498758,2.3543565044999998e-05,1.1698108422e-05,1.7175658499999999e-06,0.046432919795528924,0.03425276407808548,0.11516422397672334,-0.016166920000000366,-0.008454029999999762,-0.04108747000000009,0.043527540000000114,0.03319308999999981,0.10758539999999996,0.04572370305080813,0.9492887258529663
15,0000015.bin,1000000000.0,999999999.9999994,True,0.907,0.006188500977916832,0.10676231901725561,2.2729716008999997e-05,1.6588403832e-05,4.431752325e-06,0.017262175983258906,0.019648421975845917,0.13555867549311762,-0.008121729999999903,-0.001421280000000108,-0.1346917199999999,-0.015232210000000069,-0.019596950000000113,-0.015306699999999937,0.024981569180546618,0.6994383335113525
16,0000016.bin,1000000000.0,999999999.9999988,True,0.907,0.006437548251331232,0.12964714281172146,2.8881703850999995e-05,1.225040817e-05,1.1132151030000002e-06,0.028855619632424754,0.03446427704708286,0.1455870312405348,0.018938639999999753,0.02286958999999979,-0.14407350999999988,-0.021770959999999683,-0.025783099999999844,-0.02093817999999984,0.02782235761107189,0.9074809551239014
17,0000017.bin,999000000.0267178,999000000.0267178,True,0.907,0.005930989181271984,0.03410540060310322,2.1689780111999994e-05,1.0610896296e-05,1.0872745884000001e-05,0.09642335284219164,0.07829475607607285,0.10444326367948897,-0.08358582999999993,-0.06858886000000036,-0.0882365199999998,0.04807152999999999,0.03775760999999995,0.05588122999999995,0.09396336278855105,0.7229217886924744
18,0000018.bin,999000000.0070283,999000000.0070283,True,0.907,0.006258909702282417,0.13227326774993362,2.5126872771e-05,1.5307783490999998e-05,4.23398976e-07,0.020274011379300367,0.02112165380127439,0.169112438063557,-0.012542079999999612,-0.0054317500000004,-0.16907405999999972,-0.01592896000000033,-0.020411279999999622,-0.0036026299999998217,0.020924276752362338,0.7751002907752991
19,0000019.bin,999000000.0113933,999000000.0113933,True,0.907,0.006190406176828952,0.127293914545441,2.3805210428999997e-05,1.4363364015e-05,1.294539246e-06,0.035835522053203464,0.026146412187940313,0.17939031165421493,-0.03568160000000042,-0.02597715999999946,-0.17936231000000044,0.003317840000000284,-0.00297019000000028,0.0031694899999999485,0.0368769803848029,0.8232452273368835
20,0000020.bin,831833.6122963877,939613.1415722476,False,0.907,0.006076114406912859,0.13486221692653463,2.1643678055999998e-05,1.0625244629999999e-05,4.5041997000000003e-07,0.147857081838177,0.12407994607625045,0.07074730433078112,-0.1263041800000002,-0.10665714000000014,0.05649028999999967,0.07686983000000014,0.06340415999999992,-0.04259140999999999,0.137129967979068,0.729947030544281
21,0000021.bin,1000000000.0,999999999.9999994,True,0.907,0.006425521516418713,0.12427077963310706,2.4594681111e-05,1.3768583829e-05,5.24344821e-07,0.04186364652547604,0.040038411494534826,0.1720955492157405,-0.023928340000000062,-0.015386960000000265,0.08706742999999936,-0.03435111999999999,-0.036963709999999865,-0.14844575000000024,0.04161686499696981,0.5905396342277527
22,0000022.bin,1000000000.0,999999999.9999976,True,0.907,0.0061740106647161,0.08065779086248064,2.4183080922000002e-05,1.4437634211e-05,2.5789013249999996e-06,0.03936067593546211,0.04235645464571661,0.09824185488992422,0.007290019999999523,0.012325750000000435,-0.09117705000000015,-0.03867968999999965,-0.04052339000000046,-0.036581520000000006,0.03930092984428783,0.8019270300865173
23,0000023.bin,999000000.0117953,999000000.0117953,True,0.907,0.005983263769525734,0.049660521724516064,2.1639732114e-05,1.4240844617999998e-05,4.1798757e-07,0.06919009292485748,0.06177445763396158,0.04811124362028095,-0.05373152000000019,-0.04248550999999975,0.02845406000000027,-0.043591199999999906,-0.0448449000000004,-0.038795080000000114,0.06540948333914631,0.9197811484336853
